platplc_short,jijigu,approvyear,platarea_py,bdarea_py,tyyyymm,tyyyymm,totalprc,etcprc
서울특별시 강남구 논현동,일반상업,90.02.20,254,1089,202009,202009,4058340,"토:15,977 만"
서울특별시 강서구 내발산동,3종일반,96.07.12,687,1504,202102,202102,4050000,"토:5,895 만"
서울특별시 강서구 내발산동,3종일반,00.10.23,809,1466.5,202012,202012,4041432,"토:4,995 만"
서울특별시 성북구 동소문동,일반상업,84.12.31,430,1460.8,202011,202011,4000000,"토:9,302 만"
서울특별시 강남구 청담동,3종일반,81.01.08,192,298,202104,202104,4000000,"토:20,833 만"
서울특별시 관악구 신림동,3종일반,84.07.12,1353,3190.4,202009,202009,4000000,"토:2,956 만"
서울특별시 강남구 청담동,일반상업,16.03.02,100,896,202105,202105,4000000,"토:36,933 만
건:342 만"
서울특별시 강남구 논현동,3종일반,86.12.18,311,835,202107,202107,4000000,"토:12,861 만"
서울특별시 강남구 논현동,일반상업,84.10.23,218,603,202107,202107,4000000,"토:18,348 만"
서울특별시 강남구 신사동,3종일반,90.11.10,181,671,20211,202110,4000000,"토:22,099 만"
서울특별시 강남구 논현동,일반상업,92.11.14,243,350,20211,202110,4000000,"토:16,460 만"
서울특별시 강남구 대치동,3종일반,21.09.14,205,761,202112,202112,4000000,"토:18,213 만
건:349 만"
서울특별시 중구 필동2가,일반상업,86.05.23,294,2333.6,202206,202206,4000000,"토:13,605 만"
서울특별시 강남구 삼성동,일반상업,93.06.18,178,814,202206,202206,4000000,"토:22,471 만"
서울특별시 강남구 논현동,준주거,81.12.16,170,300,202209,202209,4000000,"토:23,529 만"
서울특별시 강남구 논현동,노선상업,91.05.19,259,1751,202008,202008,3990000,"토:15,405 만"
서울특별시 강남구 신사동,2종일반,07.10.01,179,694,202109,202109,3950000,"토:21,873 만
건:50 만"
서울특별시 강남구 삼성동,3종일반,80.11.24,129.1,299,202209,202209,3950000,"토:30,620 만"
서울특별시 성북구 동소문동,일반상업,84.12.31,430,1632.7,202301,202301,3910000,"토:9,093 만"
서울특별시 송파구 방이동,3종일반,93.04.08,504.7,745.6,202012,202012,3900000,"토:7,738 만"
서울특별시 강남구 신사동,3종일반,90.04.27,154,751,202211,202211,3900000,"토:25,324 만"
서울특별시 동대문구 답십리,일반상업,84.06.14,574,2947,202009,202009,3898800,"토:6,792 만"
서울특별시 강남구 논현동,3종일반,05.02.23,219,1128,202205,202205,3870000,"토:17,671 만"
서울특별시 중구 남대문로5,일반상업,69.10.11,157.5,575.6,202107,202107,3860000,"토:24,585 만"
서울특별시 강남구 논현동,일반상업,90.01.24,198,848,202102,202102,3850000,"토:19,444 만"
서울특별시 동작구 상도동,3종일반,84.05.25,818,1513,202201,202201,3850000,"토:4,706 만"
서울특별시 송파구 방이동,2종일반,�상,523.8,625,202206,202206,3850000,"토:7,361 만"
서울특별시 강남구 역삼동,일반상업,03.12.31,149,865,202303,202303,3845000,"토:25,805 만"
서울특별시 서초구 서초동,3종일반,84.03.29,497,1278,202001,202001,3827653,"토:7,701 만"
서울특별시 서초구 서초동,3종일반,86.06.13,432,307,202201,202201,3810000,"토:8,819 만"
서울특별시 강동구 성내동,3종일반,99.12.29,586.6,1848,202106,202106,3800000,"토:6,484 만"
서울특별시 강남구 신사동,2종일반,03.07.08,200,888,202204,202204,3800000,"토:19,000 만"
서울특별시 서초구 반포동,일반상업,22.02.15,88,634,202206,202206,3800000,"토:39,918 만
건:453 만"
서울특별시 용산구 한강로2,일반상업,85.11.21,137,416,202211,202211,3799990,"토:27,737 만"
서울특별시 강남구 신사동,2종일반,96.12.31,145,575,202201,202201,3790000,"토:26,137 만"
서울특별시 강남구 역삼동,일반상업,17.05.25,146,1512,202101,202101,3780000,"토:22,439 만
건:333 만"
서울특별시 강남구 신사동,3종일반,85.12.13,234,572,202105,202105,3779000,"토:16,149 만"
서울특별시 서초구 서초동,일반상업,00.10.04,268,633,202001,202001,3756340,"토:14,016 만"
서울특별시 마포구 합정동,일반상업,77.01.08,247,330,202103,202103,3730000,"토:15,101 만"
서울특별시 강남구 논현동,3종일반,91.04.02,335,316,202105,202105,3713000,"토:11,083 만"
서울특별시 강남구 삼성동,1종전용,15.10.05,529,113,202011,202011,3710863,"토:6,956 만
건:275 만"
서울특별시 강남구 신사동,일반상업,81.05.12,100,240,202103,202103,3700000,"토:37,000 만"
서울특별시 서초구 서초동,일반상업,94.12.29,163.5,951,202105,202105,3700000,"토:22,560 만"
서울특별시 강남구 역삼동,일반상업,87.01.23,231,621,202104,202104,3699200,"토:16,013 만"
서울특별시 영등포구 양평동,준공업,08.04.28,447.6,2399,202107,202107,3680000,"토:7,545 만
건:128 만"
서울특별시 성북구 안암동5,2종일반,03.07.01,347,1462,20211,202110,3670000,"토:10,634 만"
서울특별시 강남구 논현동,일반상업,05.07.26,172,715,20201,202010,3630000,"토:21,000 만
건:25 만"
서울특별시 강남구 역삼동,일반상업,91.07.08,185,1700,20201,202010,3600000,"토:19,459 만"
서울특별시 성동구 성수동1,준공업,22.01.06,146,907,202207,202207,3600000,"토:22,222 만
건:392 만"
서울특별시 동대문구 장안동,일반상업,85.04.19,270,807,202209,202209,3600000,"토:13,333 만"
서울특별시 동대문구 청량리,3종일반,73.09.09,1455.8,1693,202006,202006,3570000,"토:2,453 만"
서울특별시 강남구 도곡동,일반상업,85.12.31,438.3,662.3,202007,202007,3570000,"토:8,150 만"
서울특별시 성동구 성수동2,준공업,80.07.07,238,395,202109,202109,3566400,"토:14,984 만"
서울특별시 성동구 성수동2,준공업,72.12.25,445,856,20201,202010,3560000,"토:8,000 만"
서울특별시 강남구 논현동,노선상업,93.11.16,155,162,202207,202207,3560000,"토:22,967 만"
서울특별시 강남구 역삼동,일반상업,92.07.23,167,864,20201,202010,3550000,"토:21,257 만"
서울특별시 강남구 대치동,3종일반,91.07.26,168,748,202108,202108,3550000,"토:21,130 만"
서울특별시 강남구 신사동,2종일반,95.12.02,115,287,202206,202206,3550000,"토:30,869 만"
서울특별시 강서구 공항동,근린상업,82.12.08,527,803,202207,202207,3539100,"토:6,715 만"
서울특별시 강남구 신사동,3종일반,91.10.24,167,839,202104,202104,3530000,"토:21,137 만"
서울특별시 강동구 천호동,일반상업,87.12.10,199,1282,202103,202103,3500000,"토:17,587 만"
서울특별시 서초구 서초동,3종일반,89.09.11,388,387,202104,202104,3500000,"토:9,020 만"
서울특별시 양천구 신정동,2종일반,92.04.15,1322.2,67,202108,202108,3500000,"토:2,647 만"
서울특별시 강남구 논현동,1종일반,04.11.03,325,705,20211,202110,3500000,"토:10,769 만"
서울특별시 중구 봉래동1가,일반상업,88.12.10,150,479,202202,202202,3500000,"토:23,333 만"
서울특별시 강남구 역삼동,일반상업,86.10.27,175,738,20211,202110,3480000,"토:19,885 만"
서울특별시 강남구 논현동,노선상업,92.06.05,172,783,20201,202010,3460000,"토:20,116 만"
서울특별시 강남구 신사동,2종일반,88.06.25,157,517,202203,202203,3460000,"토:22,038 만"
서울특별시 강남구 신사동,3종일반,84.03.05,171,433,20201,202010,3450000,"토:20,175 만"
서울특별시 강남구 역삼동,일반상업,93.05.06,141,369,202112,202112,3450000,"토:24,468 만"
서울특별시 강남구 삼성동,2종일반,91.05.20,179,682,202304,202304,3430000,"토:19,162 만"
서울특별시 광진구 구의동,준주거,94.05.24,569,869,202305,202305,3420000,"토:6,010 만"
서울특별시 동작구 본동,3종일반,63.04.06,468,1609.6,202106,202106,3410000,"토:7,286 만"
서울특별시 강남구 도곡동,일반상업,93.09.16,225,149,202007,202007,3400000,"토:15,111 만"
서울특별시 강남구 삼성동,2종일반,90.02.28,157,390,202204,202204,3400000,"토:21,656 만"
서울특별시 강서구 공항동,3종일반,71.01.20,1397,1367,202001,202001,3350000,"토:2,397 만"
서울특별시 금천구 가산동,준공업,99.11.04,1068,974.3,202012,202012,3310242,"토:3,099 만"
서울특별시 강남구 청담동,일반상업,83.12.19,165,429,202005,202005,3300000,"토:20,000 만"
서울특별시 중구 명동2가,중심상업,66.12.13,80.9,348,202103,202103,3300000,"토:41,250 만"
서울특별시 송파구 석촌동,준주거,91.07.27,245,1729,202108,202108,3300000,"토:13,469 만"
서울특별시 송파구 잠실동,3종일반,20.09.29,233,904,20211,202110,3300000,"토:12,816 만
건:347 만"
서울특별시 서초구 잠원동,2종일반,95.08.24,357,873.2,202002,202002,3290000,"토:9,215 만"
서울특별시 노원구 상계동,일반상업,98.04.27,360,1681,202103,202103,3290000,"토:9,138 만"
서울특별시 강남구 역삼동,3종일반,89.12.06,113,385,202305,202305,3280000,"토:29,026 만"
서울특별시 강남구 역삼동,3종일반,22.07.27,205,663,202203,202203,3275000,"토:14,681 만
건:400 만"
서울특별시 광진구 화양동,일반상업,90.01.05,204,793,202103,202103,3270000,"토:16,029 만"
서울특별시 용산구 한남동,3종일반,91.11.19,301,1174.9,202104,202104,3270000,"토:10,863 만"
서울특별시 성동구 성수동2,준공업,92.03.27,165,426,202208,202208,3270000,"토:19,818 만"
서울특별시 성동구 성수동2,준공업,87.07.07,192.2,504,202201,202201,3260000,"토:16,979 만"
서울특별시 강남구 신사동,3종일반,84.12.19,149,454,202106,202106,3250000,"토:21,812 만"
서울특별시 은평구 응암동,2종일반,77.05.26,1435,498.1,202106,202106,3244137,"토:2,260 만"
서울특별시 강남구 신사동,3종일반,04.07.12,151,643,202205,202205,3240000,"토:21,456 만"
서울특별시 영등포구 문래동,준공업,�상,463,780,202112,202112,3237500,"토:6,992 만"
서울특별시 서초구 서초동,일반상업,91.10.05,252,953,202008,202008,3227493,"토:12,807 만"
서울특별시 중구 수표동,일반상업,�상,197.7,318,202204,202204,3222724,"토:16,359 만"
서울특별시 강남구 청담동,준주거,16.03.07,231,1316,202004,202004,3210000,"토:11,626 만
건:398 만"
서울특별시 강남구 논현동,일반상업,81.11.02,150,406,202001,202001,3200000,"토:20,600 만"
서울특별시 강동구 성내동,근린상업,94.11.21,300,264,202103,202103,3200000,"토:10,666 만"
서울특별시 용산구 한남동,준주거,79.12.28,253.5,225,202104,202104,3200000,"토:12,648 만"
서울특별시 용산구 원효로3,일반상업,87.11.14,570,1876,202105,202105,3200000,"토:5,614 만"
서울특별시 강동구 성내동,3종일반,94.02.14,315,432,202206,202206,3200000,"토:10,158 만"
서울특별시 서초구 서초동,3종일반,90.04.03,305,1376,202303,202303,3200000,"토:10,491 만"
서울특별시 강남구 논현동,일반상업,74.02.12,132,313,202012,202012,3190000,"토:24,166 만"
서울특별시 강남구 논현동,2종일반,98.09.12,179,95,202201,202201,3180000,"토:17,765 만"
서울특별시 강남구 대치동,일반상업,08.07.08,121,903,202105,202105,3175000,"토:25,679 만
건:75 만"
서울특별시 강남구 논현동,일반상업,94.09.07,228,1454,20201,202010,3170000,"토:13,903 만"
서울특별시 성동구 마장동,2종일반,93.09.28,782.6,207,20201,202010,3150000,"토:4,028 만"
서울특별시 서초구 서초동,3종일반,88.03.04,243,893,202109,202109,3150000,"토:12,962 만"
서울특별시 강남구 대치동,3종일반,81.08.22,194,396,202111,202111,3150000,"토:16,237 만"
서울특별시 강서구 염창동,준공업,04.11.26,619,3025,202108,202108,3150000,"토:5,088 만"
서울특별시 강남구 신사동,3종일반,90.04.27,154,751,202112,202112,3150000,"토:20,454 만"
서울특별시 강남구 청담동,일반상업,94.07.02,157,403,202203,202203,3140000,"토:20,000 만"
서울특별시 서초구 서초동,3종일반,18.06.21,156,600,202112,202112,3120000,"토:18,644 만
건:352 만"
서울특별시 종로구 숭인동,일반상업,81.02.21,395,908,202304,202304,3120000,"토:7,898 만"
서울특별시 강남구 청담동,3종일반,97.05.19,140,726,202011,202011,3100000,"토:22,142 만"
서울특별시 강동구 성내동,3종일반,93.11.18,513,452,202103,202103,3100000,"토:6,042 만"
서울특별시 강남구 역삼동,2종일반,21.06.04,180,697,202107,202107,3100000,"토:15,673 만
건:400 만"
서울특별시 서초구 방배동,3종일반,90.05.10,381,329.9,202109,202109,3100000,"토:8,136 만"
서울특별시 강남구 역삼동,일반상업,87.11.14,161,523,202107,202107,3075000,"토:19,099 만"
서울특별시 서초구 반포동,3종일반,85.06.20,125,271,202103,202103,3050000,"토:24,400 만"
서울특별시 강남구 신사동,3종일반,88.08.19,155,432,202106,202106,3030000,"토:19,548 만"
서울특별시 강남구 역삼동,3종일반,06.03.29,165,725,20211,202110,3030000,"토:18,253 만
건:25 만"
서울특별시 용산구 한남동,준주거,74.07.15,327.3,483,202012,202012,3027800,"토:9,259 만"
서울특별시 영등포구 영등포,준주거,13.03.28,249,1236,202207,202207,3010000,"토:11,219 만
건:175 만"
서울특별시 강남구 역삼동,일반상업,03.12.31,149,865,202007,202007,3000000,"토:20,134 만"
서울특별시 강남구 역삼동,3종일반,86.05.20,375,559,202104,202104,3000000,"토:8,000 만"
서울특별시 강남구 신사동,2종일반,05.09.30,167,634,202101,202101,3000000,"토:17,964 만"
서울특별시 동작구 노량진동,일반상업,18.03.08,111,1329,202103,202103,3000000,"토:22,736 만
건:358 만"
서울특별시 강남구 신사동,3종일반,09.03.04,146,624,202103,202103,3000000,"토:20,120 만
건:100 만"
서울특별시 송파구 잠실동,3종일반,88.11.23,252,750,202105,202105,3000000,"토:11,904 만"
서울특별시 강남구 신사동,3종일반,04.06.14,172,545,202108,202108,3000000,"토:17,441 만"
서울특별시 강남구 대치동,3종일반,90.11.19,129,384,202103,202103,3000000,"토:23,255 만"
서울특별시 용산구 한남동,준주거,80.12.29,137,281,202107,202107,3000000,"토:21,897 만"
서울특별시 강남구 삼성동,3종일반,91.06.14,98,277,202108,202108,3000000,"토:30,612 만"
서울특별시 강남구 신사동,3종일반,04.10.26,150,894,202104,202104,3000000,"토:20,000 만"
서울특별시 강남구 논현동,일반상업,18.06.19,86,727,202109,202109,3000000,"토:32,136 만
건:325 만"
서울특별시 강남구 역삼동,3종일반,07.02.21,190,767,202112,202112,3000000,"토:15,587 만
건:50 만"
서울특별시 광진구 화양동,3종일반,96.03.07,233,735,202104,202104,3000000,"토:12,875 만"
서울특별시 동대문구 장안동,일반상업,90.02.01,268,761,202205,202205,3000000,"토:11,194 만"
서울특별시 강남구 대치동,3종일반,06.07.19,140,543,20221,202210,3000000,"토:21,428 만"
서울특별시 강남구 신사동,1종일반,07.12.14,131,281,202304,202304,3000000,"토:22,900 만"
서울특별시 영등포구 대림동,3종일반,86.12.31,609.9,1777,202211,202211,2990000,"토:4,909 만"
서울특별시 서초구 서초동,일반상업,97.06.13,172,193,202105,202105,2982000,"토:17,337 만"
서울특별시 강남구 삼성동,3종일반,83.10.28,195,404,20211,202110,2979355,"토:15,278 만"
서울특별시 강남구 역삼동,일반상업,09.12.24,191,2156,202102,202102,2973500,"토:12,511 만
건:270 만"
서울특별시 강남구 신사동,3종일반,92.08.25,146,614,202112,202112,2960000,"토:20,273 만"
서울특별시 강동구 천호동,3종일반,99.12.09,753.6,652.3,202008,202008,2950000,"토:3,917 만"
서울특별시 강남구 신사동,3종일반,85.12.13,234,572,202003,202003,2950000,"토:12,606 만"
서울특별시 강남구 대치동,3종일반,94.07.13,230,1043,202101,202101,2950000,"토:12,826 만"
서울특별시 성동구 성수동2,준공업,15.12.24,206,981,202106,202106,2950000,"토:13,129 만
건:250 만"
서울특별시 강남구 신사동,3종일반,14.10.20,146,741,202108,202108,2950000,"토:18,769 만
건:282 만"
서울특별시 송파구 석촌동,3종일반,21.02.09,217,865,202112,202112,2950000,"토:12,000 만
건:400 만"
서울특별시 서초구 방배동,3종일반,84.10.10,265,477,202203,202203,2950000,"토:11,132 만"
