,grid_idx,center,pop2020,pop2021,pop2022,od2020,od2021,od2022
29189,25283,POINT (954385.230213883 1953315.54807064),33765.75916052836,33211.32968793944,32336.948833479335,8816879.685638018,4976451.094108801,6164592.420714542
29190,25284,POINT (954385.230213883 1953415.54807064),33931.467608067716,33352.20311323764,32440.30471216488,8148094.680393636,4593918.716120345,5697503.963617901
29191,25285,POINT (954385.230213883 1953515.54807064),33077.998545814975,32327.38578302075,31408.125960508867,7532579.985990233,4250874.160287567,5273861.381566358
29192,25286,POINT (954385.230213883 1953615.54807064),33877.16702382995,33042.24497576873,32081.51013683373,6978891.905177704,3941224.432008799,4891086.6312823
29193,25287,POINT (954385.230213883 1953715.54807064),33494.07413311859,32649.236914755147,31682.48558524985,6457950.8934592735,3649748.053108931,4530420.517753727
29194,25288,POINT (954385.230213883 1953815.54807064),35322.24907077817,34438.49605397094,33420.7498613587,5929142.790693995,3346908.840952846,4158762.82619122
29195,25289,POINT (954385.230213883 1953915.54807064),34982.8424315847,34091.34711320647,33071.31687852613,5476539.752977728,3093902.284365893,3844994.1447061654
29196,25290,POINT (954385.230213883 1954015.54807064),34289.638539012165,33400.19204107303,32396.405487752578,4942396.447494543,2797630.970251608,3480207.4793440686
29197,25291,POINT (954385.230213883 1954115.54807064),33441.377108090186,32550.942298033333,31558.508075299287,4476147.660964419,2533909.098937838,3152791.437471985
29198,25292,POINT (954385.230213883 1954215.54807064),32507.863651446358,31643.25894193898,30673.56251638307,4126231.400272771,2337966.178955941,2909211.007809216
29199,25293,POINT (954385.230213883 1954315.54807064),31237.555719938417,30390.095563386145,29456.764957061816,3784922.2534020795,2146508.493636841,2675400.9623287045
29200,25294,POINT (954385.230213883 1954415.54807064),30978.95986379026,30136.702988759513,29217.28015959929,3388501.8459130567,1947906.6443232624,2424402.070756309
29201,25295,POINT (954385.230213883 1954515.54807064),31440.32199123922,30613.6839895034,29692.094123235678,3013051.3309247573,1726495.4906663087,2157746.2626493876
29202,25296,POINT (954385.230213883 1954615.54807064),30634.76069386045,29830.42104590962,28913.940763849605,2719796.52892104,1549315.713391176,1941219.0246203311
29203,25297,POINT (954385.230213883 1954715.54807064),29445.935034483617,28686.24640534354,27862.016615313638,2505135.597599303,1428628.5382310683,1789791.2462330838
29204,25298,POINT (954385.230213883 1954815.54807064),28887.961136048703,28147.218027126222,27344.19731006435,2115646.282505921,1194712.1475514702,1507511.7514922405
29205,25299,POINT (954385.230213883 1954915.54807064),28326.543346406514,27605.45577447144,26823.95990907238,1830347.2758840965,1024360.5371618448,1296357.5610220744
29206,25300,POINT (954385.230213883 1955015.54807064),26877.693610976272,26195.46520801279,25467.253802235184,1547574.4356310721,868310.141770306,1105439.8244747024
29211,25301,POINT (954385.230213883 1956215.54807064),21597.84486502294,21141.246220852052,20580.734100931673,179775.80730695548,106815.78183581376,135472.38856997265
29212,25302,POINT (954385.230213883 1956315.54807064),21286.897253522344,20839.252587067036,20292.559421795082,52132.15312310938,36570.449369570335,41942.356967432286
29213,25303,POINT (954385.230213883 1956415.54807064),20932.219717191205,20493.82778399423,19961.3558014581,48671.12798415415,34142.557233366475,39157.82682327124
29214,25304,POINT (954385.230213883 1956515.54807064),19574.895011083478,19172.82613334528,18680.836587220583,45356.792976221484,31817.56750360857,36491.31462907707
29215,25305,POINT (954385.230213883 1956615.54807064),18941.84982521498,18552.14404513658,18085.83225493945,42196.38871887852,29600.559439360753,33948.64574659594
29216,25306,POINT (954385.230213883 1956715.54807064),18488.792813845692,18108.788364737673,17656.523855644788,0.0,0.0,0.0
29217,25307,POINT (954385.230213883 1956815.54807064),17368.60562240233,17016.116021712205,16601.708584120977,0.0,0.0,0.0
29218,25308,POINT (954385.230213883 1956915.54807064),15901.25100822587,15603.595790196398,15235.433375599148,0.0,0.0,0.0
29219,25309,POINT (954385.230213883 1957015.54807064),15457.8283690009,15166.191536007098,14808.972176090107,0.0,0.0,0.0
29220,25310,POINT (954385.230213883 1957115.54807064),14827.003791923427,14548.755339565245,14209.831504149215,0.0,0.0,0.0
29221,25311,POINT (954385.230213883 1957215.54807064),13470.08482943185,13207.660327661573,12899.408820317261,0.0,0.0,0.0
29222,25312,POINT (954385.230213883 1957315.54807064),11765.952167350077,11529.25984540414,11265.327372316526,0.0,0.0,0.0
29223,25313,POINT (954385.230213883 1957415.54807064),10823.927638820127,10606.61149164627,10376.749613504706,0.0,0.0,0.0
29224,25314,POINT (954385.230213883 1957515.54807064),10416.374894658344,10205.477290966372,9983.564050010416,0.0,0.0,0.0
29225,25315,POINT (954385.230213883 1957615.54807064),9988.588980936453,9784.71690792685,9571.266649053614,0.0,0.0,0.0
29235,25316,POINT (954485.230213883 1952415.54807064),38977.56699639105,38417.014642734146,37541.91215745493,13786154.661718242,7802517.672718861,9522573.126355046
29236,25317,POINT (954485.230213883 1952515.54807064),38908.748956919095,38340.7447305023,37466.975748468554,13439290.268063733,7605558.757385948,9298594.854265118
29237,25318,POINT (954485.230213883 1952615.54807064),38172.396012422076,37618.677205222055,36750.510825519545,12860092.029850071,7260930.5004114015,8898110.374026202
29238,25319,POINT (954485.230213883 1952715.54807064),37304.78222407865,36748.429950546626,35888.285799671205,12327696.995181566,6954407.38303128,8541095.367361788
29239,25320,POINT (954485.230213883 1952815.54807064),36905.829332393616,36362.32051662647,35513.25417520521,11810033.142836874,6661104.967787179,8197782.625472356
29240,25321,POINT (954485.230213883 1952915.54807064),36370.42554486721,35822.698331654494,34974.4002145248,11271607.321490882,6351184.664701593,7835323.4381997045
29241,25322,POINT (954485.230213883 1953015.54807064),34304.869211600984,33782.67454541147,32993.00148539574,10763678.908923412,6062334.391741191,7495878.901739229
29242,25323,POINT (954485.230213883 1953115.54807064),34550.917363914225,34004.201120225225,33179.08732349363,10241491.326641345,5766097.678886573,7144396.19604175
29243,25324,POINT (954485.230213883 1953215.54807064),34131.83392370083,33568.6927190131,32727.75385604833,9621104.043075437,5418610.659145512,6720525.342439059
29244,25325,POINT (954485.230213883 1953315.54807064),33462.63504890992,32723.093367054167,31864.219342787248,8962156.53481767,5051411.823487358,6267159.125706842
29245,25326,POINT (954485.230213883 1953415.54807064),35034.141610062026,34191.40277874086,33257.21328558747,8326090.328064442,4696932.508985881,5828518.067503257
29246,25327,POINT (954485.230213883 1953515.54807064),35304.740422969764,34441.727933909126,33463.566927085856,7723623.940557814,4360898.920956938,5412387.215995972
29247,25328,POINT (954485.230213883 1953615.54807064),35904.41718126257,35018.52293745699,34010.33754924467,7128304.974517779,4029504.0093675903,5001703.241707603
29248,25329,POINT (954485.230213883 1953715.54807064),35164.47352560273,34280.419629005,33276.381313234386,6557324.783839403,3703369.3326604003,4600968.370842274
29249,25330,POINT (954485.230213883 1953815.54807064),35646.427856383525,34743.85607790466,33725.76359258476,6010614.455679179,3389834.5383079126,4216074.082489698
29250,25331,POINT (954485.230213883 1953915.54807064),35248.57002673411,34340.01995019184,33321.98060471616,5617845.570372658,3177355.023232489,3949881.6867371486
29251,25332,POINT (954485.230213883 1954015.54807064),34507.47928982482,33602.98058703285,32603.161716430048,5193909.353542683,2940723.3983654613,3655839.8573660837
29252,25333,POINT (954485.230213883 1954115.54807064),33973.02975307071,33072.15125503572,32080.31005029854,4607333.265476467,2612865.972875332,3251504.0303196404
29253,25334,POINT (954485.230213883 1954215.54807064),32769.72058559431,31887.51035177421,30918.984008567175,4255770.3146252325,2416378.062217941,3006905.450919048
29254,25335,POINT (954485.230213883 1954315.54807064),32761.12974410949,31861.511389682622,30886.112048516938,3928951.7806526064,2233547.9979781713,2779217.529575437
29255,25336,POINT (954485.230213883 1954415.54807064),33304.81320037301,32417.660496636385,31436.602760016107,3444943.4004406906,1979100.2943998433,2465435.0444628983
29256,25337,POINT (954485.230213883 1954515.54807064),32204.68459460495,31344.866902635335,30379.04079540458,3130074.6993536903,1790945.964973922,2234808.887037754
29257,25338,POINT (954485.230213883 1954615.54807064),30342.931975414205,29544.31306730373,28649.949378681235,2785061.2933341768,1589600.000155026,1991648.0113136952
29258,25339,POINT (954485.230213883 1954715.54807064),29778.56900807423,28999.05497565793,28125.242158709196,2567013.011571881,1466980.0218570824,1837652.5115154346
29259,25340,POINT (954485.230213883 1954815.54807064),28718.69064682127,27975.61898806734,27144.70623691846,2198345.23658403,1249629.778894087,1573635.2067864442
29260,25341,POINT (954485.230213883 1954915.54807064),27641.540085212906,26927.143095162635,26136.089436521896,1975688.7286542861,1116336.8925672076,1410067.1714339058
29261,25342,POINT (954485.230213883 1955015.54807064),28947.437888041048,28194.18153805598,27380.55500983568,1591740.4294966273,894571.5954564231,1138711.7113075042
29264,25343,POINT (954485.230213883 1956215.54807064),22263.286421458597,21787.683675273103,21207.257832346677,191025.89175380103,113628.80727803794,144011.14161954823
29265,25344,POINT (954485.230213883 1956315.54807064),21945.66168494042,21478.85906257774,20912.10714359593,176352.65091652877,104998.9694750031,132995.92912657963
29266,25345,POINT (954485.230213883 1956415.54807064),21586.404337488773,21128.69151416934,20576.04056140013,52246.57008365511,36650.71230543597,42034.40988899502
29267,25346,POINT (954485.230213883 1956515.54807064),21182.679388430515,20734.451604768576,20196.401341044653,48602.40815930297,34094.35061374977,39102.53903537112
29268,25347,POINT (954485.230213883 1956615.54807064),20527.19055838584,20091.780250004653,19579.954111376446,45137.832862611926,31663.96805933079,36315.15265040424
29269,25348,POINT (954485.230213883 1956715.54807064),20050.94531121601,19625.785009702915,19128.63777638428,41856.23456708725,29361.942972541216,33674.97842223486
29270,25349,POINT (954485.230213883 1956815.54807064),18929.13191527001,18531.49659091901,18072.084446211164,0.0,0.0,0.0
29271,25350,POINT (954485.230213883 1956915.54807064),17471.567871752683,17110.30390614186,16690.387108229836,0.0,0.0,0.0
29272,25351,POINT (954485.230213883 1957015.54807064),16000.62383928735,15693.121516163998,15319.016837724663,0.0,0.0,0.0
29273,25352,POINT (954485.230213883 1957115.54807064),15373.444949409472,15079.214242515123,14723.491382952077,0.0,0.0,0.0
29274,25353,POINT (954485.230213883 1957215.54807064),14865.984134891823,14578.874501498593,14235.11350129968,0.0,0.0,0.0
29275,25354,POINT (954485.230213883 1957315.54807064),13497.185434815368,13226.604074755716,12913.947145989707,0.0,0.0,0.0
29276,25355,POINT (954485.230213883 1957415.54807064),12508.375793255997,12257.788990608235,11980.127570928831,0.0,0.0,0.0
29281,25356,POINT (954585.230213883 1952315.54807064),40038.859421644986,39438.9647550666,38541.75478543359,13950473.153865268,7901974.399068175,9639945.21760527
29282,25357,POINT (954585.230213883 1952415.54807064),39942.94046818293,39337.761347918036,38446.92513961869,13713449.286048487,7762651.985166982,9487599.239229782
29283,25358,POINT (954585.230213883 1952515.54807064),39897.240790006705,39285.22850852859,38398.755190682365,13378761.066313565,7565434.683317578,9265305.524783576
29284,25359,POINT (954585.230213883 1952615.54807064),38313.28097130789,37718.14256326383,36859.3585753567,12975993.197741171,7335821.2343791425,9000903.35004515
29285,25360,POINT (954585.230213883 1952715.54807064),37658.567449689974,37073.2176677125,36226.14360260057,12460256.719831,7035615.609040721,8651613.217450319
29286,25361,POINT (954585.230213883 1952815.54807064),37306.78839987632,36734.39675419871,35900.08509120103,11965293.004192002,6754584.868007158,8322355.129901193
29287,25362,POINT (954585.230213883 1952915.54807064),36645.9345694318,36080.83801591894,35263.48188745092,11461339.327583702,6468132.996800196,7985840.5115672685
29288,25363,POINT (954585.230213883 1953015.54807064),35197.83243346341,34642.79182526204,33862.33345930457,10876954.905992504,6121645.712367223,7579311.995452683
29289,25364,POINT (954585.230213883 1953115.54807064),33861.86075544536,33139.905010785864,32369.506290477384,10397927.192239746,5848820.134878489,7258426.3769042995
29290,25365,POINT (954585.230213883 1953215.54807064),34938.32095029914,34116.59496724327,33276.73618393927,9744169.492051186,5484456.590055435,6810331.5488356985
29291,25366,POINT (954585.230213883 1953315.54807064),35190.39659465028,34346.984235011834,33462.42155514902,9064030.37001656,5106710.171089166,6341610.35067492
29292,25367,POINT (954585.230213883 1953415.54807064),35415.84768916313,34551.43596547762,33622.419416448945,8419953.76200159,4748535.283852032,5897160.831808816
29293,25368,POINT (954585.230213883 1953515.54807064),36799.03867162902,35896.74298492895,34894.91446593011,7813411.382338766,4410798.489711614,5478094.676574928
29294,25369,POINT (954585.230213883 1953615.54807064),36588.965938691166,35673.28714449105,34653.70640879428,7201724.398133037,4062639.815436094,5049649.367520449
29295,25370,POINT (954585.230213883 1953715.54807064),36154.753491225274,35230.18437316006,34206.0881816476,6709320.820010246,3796196.340058859,4716326.1063143015
29296,25371,POINT (954585.230213883 1953815.54807064),35104.31008630806,34190.41279257514,33185.20523545861,6238948.366142656,3537785.2661484824,4393780.588634778
29297,25372,POINT (954585.230213883 1953915.54807064),35593.54359182684,34663.78537519886,33645.788964839856,5780448.66938869,3282000.8425204093,4075926.7618480325
29298,25373,POINT (954585.230213883 1954015.54807064),34858.08761685979,33932.72510350388,32932.48344430404,5297075.142032915,3003725.527418432,3734283.904866306
29299,25374,POINT (954585.230213883 1954115.54807064),34347.989090737974,33425.72128106049,32432.35874529847,4821997.836471254,2735976.4690974224,3401453.5183139187
29300,25375,POINT (954585.230213883 1954215.54807064),33501.318268605035,32600.74744534488,31625.174753940944,4348843.095450937,2474279.1857693614,3078732.4927326124
29301,25376,POINT (954585.230213883 1954315.54807064),34512.988940191855,33582.348735289925,32573.729927790282,4019599.6114248605,2290180.333993674,2849257.283475005
29302,25377,POINT (954585.230213883 1954415.54807064),33060.60764127197,32177.144760637842,31216.622228335465,3634942.285672238,2068178.757513711,2579090.1613437417
29303,25378,POINT (954585.230213883 1954515.54807064),32397.904956007562,31531.645596713264,30569.09193561214,3194907.0355364946,1829990.3585607267,2284058.109190556
29304,25379,POINT (954585.230213883 1954615.54807064),31859.23001094941,31010.833862114505,30067.56856556206,2949596.1896421886,1691675.4198176328,2110886.2944655637
29305,25380,POINT (954585.230213883 1954715.54807064),31949.69082077679,31100.567189283658,30165.08481088295,2596743.327054482,1483425.6233503993,1860404.2712026096
29306,25381,POINT (954585.230213883 1954815.54807064),30528.032724995937,29717.518652469935,28839.212413866,2260554.6342031863,1288881.3333233604,1622073.390250414
29307,25382,POINT (954585.230213883 1954915.54807064),30466.928520914225,29659.726548933573,28804.666742267218,2032341.3830867137,1152012.7815304839,1454122.8505083013
29311,25383,POINT (954585.230213883 1956215.54807064),24395.730324578846,23813.280022815834,23178.184078219376,202540.29673863258,120620.46965289701,152759.32961020526
29312,25384,POINT (954585.230213883 1956315.54807064),22757.244526145212,22268.535939338828,21678.290093938405,186688.91473523068,111282.69127097452,140852.5450126262
29313,25385,POINT (954585.230213883 1956415.54807064),22394.27191063578,21914.434363082535,21338.167231514253,55980.46311494791,39270.01992792806,45038.472929070536
29314,25386,POINT (954585.230213883 1956515.54807064),21987.4757058106,21516.926276871174,20955.19131222094,51981.412294889305,36464.70541893528,41821.080073078
29315,25387,POINT (954585.230213883 1956615.54807064),21329.26950437693,20871.379503287382,20335.856999697477,48191.09900660877,33805.819263273544,38771.6247286949
29316,25388,POINT (954585.230213883 1956715.54807064),20220.556521409104,19790.315491052843,19293.051311666448,44611.51395938678,31294.757933725774,35891.70849942804
29321,25389,POINT (954585.230213883 1957215.54807064),15520.625468664328,15215.266742736985,14852.457669784117,0.0,0.0,0.0
29326,25390,POINT (954685.230213883 1952315.54807064),40829.635083836045,40211.98880904564,39312.07414296372,13822712.08782951,7828948.684356488,9564636.824039167
29327,25391,POINT (954685.230213883 1952415.54807064),40792.60280009623,40169.988318533695,39278.371470378625,13641030.470530104,7720696.962073039,9451073.373378754
29328,25392,POINT (954685.230213883 1952515.54807064),40816.6958552449,40187.45566914037,39302.478607293226,13368934.346345332,7562311.199708044,9274796.252961025
29329,25393,POINT (954685.230213883 1952615.54807064),39545.43009015487,38932.13525881382,38082.54009020927,13003309.988217508,7351849.510921156,9033507.03258317
29330,25394,POINT (954685.230213883 1952715.54807064),38701.21960352915,38103.594180324035,37283.808926205944,12562518.024013441,7100046.087999371,8739902.936377622
29331,25395,POINT (954685.230213883 1952815.54807064),36660.927318795024,35945.563197214244,35183.24355412257,12072777.040165389,6821460.742718014,8411927.658309756
29332,25396,POINT (954685.230213883 1952915.54807064),36942.91538636602,36212.07053492449,35429.134122963704,11512613.237686794,6496970.5319641745,8028762.854040826
29333,25397,POINT (954685.230213883 1953015.54807064),36110.751090228005,35321.52785895181,34567.2421162068,10991554.105105307,6201784.493986587,7677766.488794884
29334,25398,POINT (954685.230213883 1953115.54807064),36349.85713861957,35538.04903047761,34742.612435505594,10444620.727876812,5893039.971924939,7306967.6153898155
