,사용월,호선명,지하철역,0405O,0405D,0506O,0506D,0607O,0607D,0708O,0708D,0809O,0809D,0910O,0910D,1011O,1011D,1112O,1112D,1213O,1213D,1314O,1314D,1415O,1415D,1516O,1516D,1617O,1617D,1718O,1718D,1819O,1819D,1920O,1920D,2021O,2021D,2122O,2122D,2223O,2223D,2324O,2324D,0001O,0001D,0102O,0102D,0203O,0203D,0304O,0304D,code,y,x,year,x_5179,y_5179
1426,201801,9호선,노량진,89,2,11855,2719,21312,20903,57424,56508,87522,89447,48230,45061,31293,28785,31120,31367,37167,40885,50661,45753,40417,36774,38299,40683,40727,45678,50376,59996,76041,95684,40957,77344,40714,46837,47453,43093,65438,43732,22694,27756,2116,7333,1,160,0,0,0,0,4117.0,37.514219,126.942454,2018,950727.6112451319,1946249.808489692
1427,202201,9호선,당산,47,0,6720,1087,14299,5141,45733,12919,54864,37952,30927,20956,21377,14106,22058,15582,24119,16919,23523,18801,22046,19612,22544,21771,24445,25262,30641,39284,41498,61244,19956,45002,19735,28134,23778,40777,8289,20861,2301,8641,1,173,0,0,0,0,0,0,4113.0,37.53438,126.902281,2022,947191.5564659641,1948508.360832567
1428,202101,9호선,당산,40,0,6270,1052,13612,4960,39811,11625,45781,34349,25614,19501,17083,12052,17237,12627,18710,13972,18880,15210,17955,15943,18528,18285,19904,21229,25011,32508,37386,52078,19441,39674,16891,25696,17444,29836,5924,12964,1970,6491,1,169,0,0,0,0,0,0,4113.0,37.53438,126.902281,2021,947191.5564659641,1948508.360832567
1429,202001,9호선,당산,15,0,7031,1589,16925,7105,48111,13529,60216,40752,34575,23137,25731,17062,26361,18460,28580,19471,27501,21496,25672,22346,25987,24657,28134,28627,35706,40430,47726,63164,27488,54516,21054,33863,20419,31662,17936,33378,9752,21686,1875,6327,14,406,0,6,0,0,4113.0,37.53438,126.902281,2020,947191.5564659641,1948508.360832567
1430,201901,9호선,당산,7,0,7268,1644,18578,7202,52644,15647,66710,41240,38877,23848,27997,16746,28328,18113,29784,19646,30173,22458,27585,22869,26769,25493,28307,28484,36144,41028,50330,65641,29362,61841,21561,38221,20981,36221,18381,36236,9855,23123,1740,6356,2,216,0,0,0,0,4113.0,37.53438,126.902281,2019,947191.5564659641,1948508.360832567
1431,201801,9호선,당산,24,0,6862,1625,18143,6074,50314,14576,62041,38123,35120,22596,25932,14991,26665,17291,28607,18571,28930,20902,25582,20406,25607,23017,26028,26235,34123,33685,48282,60365,28329,55917,20645,35060,19183,33426,16615,32883,9224,21681,1659,7554,4,478,0,0,0,0,4113.0,37.53438,126.902281,2018,947191.5564659641,1948508.360832567
1432,202201,9호선,동작,5,0,995,163,1301,1523,4271,1351,5875,2758,3559,1996,2518,2092,2713,1759,2915,1780,2930,2235,2890,2266,3106,2124,3392,2070,3723,2921,4361,4528,2170,3181,1740,2005,1646,3123,798,1407,196,668,2,466,0,0,0,0,0,0,4120.0,37.502971,126.979306,2022,953977.4768178882,1944983.2487039426
1433,202101,9호선,동작,15,0,854,190,1249,1209,3923,1240,5077,2139,2875,1411,1892,1043,1798,1080,1741,1020,1761,1178,1846,1434,1745,1315,2310,1376,2175,2208,3111,3672,1546,2738,1216,1550,1216,2189,639,911,160,489,0,122,0,0,0,0,0,0,4120.0,37.502971,126.979306,2021,953977.4768178882,1944983.2487039426
1434,202001,9호선,동작,9,0,1016,251,1544,1222,4531,1650,6847,3017,3938,3286,3142,3555,3721,2711,4049,2602,4230,2931,3900,2680,4439,2648,4199,2378,3786,2845,3951,4259,2071,3137,1506,2178,1375,2109,958,2143,560,1372,122,1162,1,359,0,1,0,0,4120.0,37.502971,126.979306,2020,953977.4768178882,1944983.2487039426
1435,201901,9호선,동작,16,0,838,272,1773,1220,4976,1456,7163,3072,3997,3018,3077,3463,3598,2090,4072,1928,3530,2295,3677,2109,3079,2234,3873,1890,3629,2590,3896,3832,1909,3389,1519,2098,1407,2071,1097,2188,632,1438,108,1082,0,276,0,0,0,0,4120.0,37.502971,126.979306,2019,953977.4768178882,1944983.2487039426
1436,201801,9호선,동작,4,0,944,236,1562,1192,4806,1275,6725,3050,3592,2628,2509,2575,3050,1623,3063,1651,3016,2049,2939,1777,3037,1945,2983,1870,2931,2235,3757,3477,2003,3340,1497,1954,1279,1921,949,1920,579,1271,96,856,2,213,0,0,0,0,4120.0,37.502971,126.979306,2018,953977.4768178882,1944983.2487039426
1437,202201,9호선,등촌,7,0,4640,679,13194,3035,37754,6060,48221,16768,21805,10509,15176,8861,14683,9880,14819,11395,15119,12701,14459,13483,13970,16492,14892,18318,15448,25270,16908,39209,7915,34158,6930,18951,7333,20739,3155,13420,850,5294,0,0,1,1,0,0,0,0,4109.0,37.550632,126.865689,2022,943970.7858096526,1950332.6196129306
1438,202101,9호선,등촌,6,0,4309,670,10694,2973,31843,5053,39682,15369,17333,8903,11327,6755,11210,7712,12234,8859,12177,10684,12009,10605,11804,14022,11602,15250,12343,21120,15683,34030,7466,31643,6227,16811,5995,16718,2631,8743,714,3690,0,0,0,0,0,0,0,0,4109.0,37.550632,126.865689,2021,943970.7858096526,1950332.6196129306
1439,202001,9호선,등촌,18,3,4887,781,11788,4627,34863,6994,44868,16905,21571,11672,16719,9558,16639,10129,16317,11492,16219,13543,15422,14114,15818,18327,16565,19118,17483,23434,19487,36450,9707,36151,7592,20716,6236,16767,5030,16714,2685,10978,594,3329,3,40,0,0,0,0,4109.0,37.550632,126.865689,2020,943970.7858096526,1950332.6196129306
1440,201901,9호선,등촌,8,0,4683,737,12760,3319,37541,6806,44676,18140,22532,12389,17468,11468,17848,10455,17851,12559,17487,13834,16743,15446,15693,18524,16925,19576,17736,21930,20692,39785,10417,38635,7830,21943,6861,20005,5815,17239,3046,11235,675,3412,0,4,0,0,0,0,4109.0,37.550632,126.865689,2019,943970.7858096526,1950332.6196129306
1441,201801,9호선,등촌,3,0,4647,891,12109,4679,39335,7055,42701,18347,20698,14336,16304,11325,16933,10910,17055,11741,17338,13089,15942,14514,15670,17500,16945,19380,17741,21496,20429,36130,11122,36816,8122,21778,6939,18251,6014,17119,3013,11998,717,3747,0,12,0,0,0,0,4109.0,37.550632,126.865689,2018,943970.7858096526,1950332.6196129306
1442,202201,9호선,마곡나루,1,0,3214,722,8240,7814,24545,12197,27266,42279,13220,19706,9755,11397,10570,10226,12723,10690,12723,11439,13133,12244,15208,12432,19047,14265,28161,21025,37717,31228,16068,26367,16792,14085,21303,17826,5351,10834,1425,4463,16,214,0,0,0,0,0,0,4105.0,37.567336,126.829497,2022,940787.1005108426,1952208.0436296551
1443,202101,9호선,마곡나루,4,0,2657,654,6858,6488,20761,9765,21917,32892,10872,17895,7561,8992,7806,7565,9025,8159,9558,8822,9610,9385,11495,9863,13512,10951,21360,15912,31314,25325,14301,22625,13560,12754,14449,14010,4102,7124,1262,3215,12,134,0,0,0,0,0,0,4105.0,37.567336,126.829497,2021,940787.1005108426,1952208.0436296551
1444,202001,9호선,마곡나루,5,0,3639,669,8490,6101,25189,9274,28133,32615,13716,17455,10240,10246,10750,9237,12682,10164,13150,10787,12971,11709,14515,12016,16468,13725,23042,19164,32253,30269,15948,29925,13579,17816,13639,15399,11742,16006,6327,11129,979,4151,10,191,0,0,0,0,4105.0,37.567336,126.829497,2020,940787.1005108426,1952208.0436296551
1445,201901,9호선,마곡나루,1,0,3331,612,8295,8495,26742,9138,28056,30176,14020,17162,10301,10412,10654,9702,11854,10425,13081,11125,13344,12096,14791,12162,17771,12085,24821,16626,31544,27744,15677,27997,12042,17417,11861,16004,9764,15769,4951,10611,851,3958,0,163,0,0,0,0,4105.0,37.567336,126.829497,2019,940787.1005108426,1952208.0436296551
1446,201801,9호선,마곡나루,4,1,2531,512,6716,8709,21319,12165,19976,24883,9620,13419,7119,7025,7143,5498,7960,6305,8519,6026,8242,6212,8752,6653,12052,7559,22589,9563,27690,16225,12645,19063,8807,12805,8070,10903,7499,11486,2956,8106,515,2828,0,1,0,0,0,0,4105.0,37.567336,126.829497,2018,940787.1005108426,1952208.0436296551
1447,202201,9호선,사평,2,0,820,168,2384,1468,8179,3063,10539,6302,6573,3707,4811,2755,4551,3241,5055,3690,5184,4307,4716,4479,5234,4696,5726,5609,6514,7494,6660,10226,3916,8116,2296,4620,2439,7033,1455,3497,294,1370,0,1,0,0,0,0,0,0,4124.0,37.504206,127.015259,2022,957155.9769659485,1945103.289031979
1448,202101,9호선,사평,16,0,719,144,2139,2646,6778,3301,7892,5477,4769,3199,2898,2168,3167,2369,3551,2750,3651,3146,3385,3037,4042,3209,5111,4217,5689,5413,5560,8462,3189,6929,2070,3778,1931,5083,822,1714,205,775,1,65,0,0,0,0,0,0,4124.0,37.504206,127.015259,2021,957155.9769659485,1945103.289031979
1449,202001,9호선,사평,1,0,720,205,2594,2100,8714,3739,10560,5720,6807,3476,4868,2647,4943,2818,5333,3545,5150,4755,4700,4667,4936,4864,6172,5961,7255,7088,7562,10358,4496,8588,2619,5277,1979,5200,1693,5008,646,2828,190,940,0,9,0,0,0,0,4124.0,37.504206,127.015259,2020,957155.9769659485,1945103.289031979
1450,201901,9호선,사평,2,0,767,105,2288,1403,8584,3075,10698,5911,6938,3588,5008,2770,5117,2686,5299,3958,5202,4671,4559,4546,5203,5467,5840,5654,7114,6718,7734,10090,4541,9215,2972,5640,1982,5101,1771,5270,647,2913,149,1192,0,37,0,0,0,0,4124.0,37.504206,127.015259,2019,957155.9769659485,1945103.289031979
1451,201801,9호선,사평,0,0,630,222,2145,3406,6794,2496,8251,4249,5477,3063,3849,2418,3848,2184,4288,2895,4279,3518,3764,3690,4166,3613,5380,4578,7140,5331,6048,7795,3773,7527,2259,4263,1545,4086,1399,4729,566,2693,122,848,0,3,0,0,0,0,4124.0,37.504206,127.015259,2018,957155.9769659485,1945103.289031979
1452,202201,9호선,샛강,3,0,777,888,1854,3578,4104,14233,5350,34690,4025,13216,3730,7192,4763,6285,5082,5395,5817,6005,6575,5908,7928,5196,9187,6007,17338,7776,27963,10445,9623,5158,8354,3368,11928,4380,2859,2385,1037,914,0,14,0,0,0,0,0,0,4116.0,37.517274,126.928422,2022,949489.6003826639,1946596.184663795
1453,202101,9호선,샛강,19,0,810,762,1490,3631,3551,12428,4780,31092,3223,12515,2896,5995,3766,5188,3839,4811,4910,4762,5381,5210,6499,4474,8301,4610,15350,6278,25232,8332,9588,4752,7402,3098,8743,3480,2483,1270,873,707,0,0,0,0,0,0,0,0,4116.0,37.517274,126.928422,2021,949489.6003826639,1946596.184663795
1454,202001,9호선,샛강,9,0,1076,821,2058,4602,4098,12402,5936,29345,4460,13053,4402,8294,5515,7861,6104,7396,7139,7799,7799,7764,9234,6782,10604,7424,17497,9198,27251,12737,11075,8367,9176,4790,8111,3739,6322,3891,3139,2304,724,980,3,20,0,0,0,0,4116.0,37.517274,126.928422,2020,949489.6003826639,1946596.184663795
1455,201901,9호선,샛강,15,0,888,828,1811,3972,4056,13728,5634,25606,4626,14767,4700,9342,5893,8163,6415,7242,7519,8011,8453,8023,10295,7577,10481,7800,16310,9785,28070,12216,12424,9959,10298,4797,8938,3605,6758,3633,3645,2510,787,875,0,45,0,0,0,0,4116.0,37.517274,126.928422,2019,949489.6003826639,1946596.184663795
1456,201801,9호선,샛강,12,0,952,1006,1951,4815,4136,15016,5514,28275,4420,14164,4465,8659,5803,7779,5869,7521,7240,7667,7851,7832,9328,7749,10373,8066,15361,9441,28306,13011,12959,9949,9960,4863,10073,3657,7080,3815,4093,2330,757,1042,0,232,0,0,0,0,4116.0,37.517274,126.928422,2018,949489.6003826639,1946596.184663795
1457,202201,9호선,선유도,6,0,1711,1182,5127,4202,17678,13211,23072,39677,10414,17697,6969,6573,7721,6529,8882,6484,8186,7346,8129,7592,9390,7864,10956,8665,21556,10714,36613,19539,12211,14766,7499,8688,7655,11653,3374,5397,859,2191,0,0,0,0,0,0,0,0,4112.0,37.53802,126.893525,2022,946420.56131476,1948917.1533542105
1458,202101,9호선,선유도,3,0,1348,866,4120,3472,14917,8487,18288,30539,7742,14534,4989,5393,5446,5307,6192,5063,6338,5902,6201,5931,7203,6300,8360,6740,14482,8885,28924,16194,11420,13718,6442,7103,5784,7559,2567,3626,782,1664,0,1,0,0,0,0,0,0,4112.0,37.53802,126.893525,2021,946420.56131476,1948917.1533542105
1459,202001,9호선,선유도,2,0,2057,1459,4850,4588,17228,9532,20289,36574,9732,14400,7535,6490,7948,6643,8632,6467,8322,7391,8494,7314,8862,7953,11090,9366,17906,10814,33503,17378,12670,15249,7233,8828,6494,7653,4944,7433,2043,4957,402,1938,2,30,0,0,0,0,4112.0,37.53802,126.893525,2020,946420.56131476,1948917.1533542105
1460,201901,9호선,선유도,0,0,2311,1077,5010,4450,18591,10070,20815,39287,10218,16076,7770,7384,8279,6863,8931,6591,8941,7811,8545,7470,9141,7839,10196,10163,18047,10416,37163,18076,13269,16328,7591,10012,6882,8513,4989,8969,2458,5984,439,1825,1,125,0,0,0,0,4112.0,37.53802,126.893525,2019,946420.56131476,1948917.1533542105
1461,201801,9호선,선유도,0,0,2221,861,5928,4315,17911,9038,20578,43067,9801,17240,7052,7806,7304,6416,7532,6254,8353,7393,8084,7700,8877,7831,9333,8163,15129,9744,38083,18090,15886,15895,8496,9744,6840,8741,5136,8356,2372,5000,388,1714,0,2,0,0,0,0,4112.0,37.53802,126.893525,2018,946420.56131476,1948917.1533542105
1462,202201,9호선,신논현,18,0,2274,1387,10781,13258,26966,37401,40535,87078,27454,100131,23636,54319,29754,44011,36548,43879,39758,49846,43473,47599,49864,44810,59556,52739,78839,61557,104417,82404,72410,41450,69290,21525,95332,26747,28981,13135,5446,5880,2,449,0,0,0,0,0,0,4125.0,37.504598,127.02506,2022,958022.4669113926,1945142.3619778487
1463,202101,9호선,신논현,22,0,2204,1549,9957,12967,23865,35296,33372,75610,21609,83881,17980,46432,22389,35007,26944,31978,29635,39055,32934,35927,39581,35259,47674,37493,65662,44091,92171,59334,68028,34368,58403,18068,64403,19933,15873,8788,4085,4017,8,922,0,0,0,0,0,0,4125.0,37.504598,127.02506,2021,958022.4669113926,1945142.3619778487
1464,202001,9호선,신논현,14,0,6822,1840,14899,15272,30770,44740,43791,100976,31132,103451,27319,57999,33156,49577,40527,50125,46158,58216,48774,52799,56078,52895,65445,59012,86315,71706,119209,113824,88102,82216,68643,37921,78641,31265,78639,26253,42262,16764,7489,3878,43,738,0,1,0,0,4125.0,37.504598,127.02506,2020,958022.4669113926,1945142.3619778487
1465,201901,9호선,신논현,31,1,6556,1544,16306,15482,35371,48402,47378,109743,32441,101173,27713,55386,32004,47132,39084,50910,46507,55211,47876,54620,55247,52556,63339,54269,82474,72357,122717,114499,87903,92601,67689,39838,79407,32881,80888,28003,43632,17419,8375,5529,5,452,0,0,0,0,4125.0,37.504598,127.02506,2019,958022.4669113926,1945142.3619778487
1466,201801,9호선,신논현,44,0,5669,1579,14152,18189,33962,46187,42088,95678,27888,88589,23951,47202,27284,43680,35264,44277,40987,52392,44359,47146,49540,45907,57308,49290,73720,61176,111612,95654,82923,86856,61780,36503,69108,28264,70122,23498,37963,14180,6613,4426,0,494,0,0,0,0,4125.0,37.504598,127.02506,2018,958022.4669113926,1945142.3619778487
1467,202201,9호선,신목동,1,0,1558,334,5094,1498,15886,2397,17152,5346,7895,2234,5087,2074,4619,2758,5161,2973,4769,3607,4322,3674,4199,4011,5265,5000,5425,7168,5051,13035,2307,10622,1512,5842,1774,9350,1328,4578,266,1761,0,26,0,0,0,0,0,0,4111.0,37.544277,126.88308,2022,945502.3362230851,1949617.339541256
1468,202101,9호선,신목동,2,1,1605,281,4521,1541,13860,1994,14240,4532,6384,1943,3821,1554,3292,2184,3730,2442,3748,2806,3362,2947,3580,3003,3850,4076,4320,6143,4493,11436,2020,10348,1423,5561,1793,7220,903,2990,224,1279,0,0,0,0,0,0,0,0,4111.0,37.544277,126.88308,2021,945502.3362230851,1949617.339541256
1469,202001,9호선,신목동,1,0,1735,344,5162,1672,17162,2363,17754,4974,8357,3195,5828,2311,5698,2865,5588,3551,5449,4209,4759,4069,4705,4368,5293,5983,6432,7321,6545,13330,3231,11664,2452,7203,2048,7304,2011,7107,757,4425,195,1764,1,143,0,0,0,0,4111.0,37.544277,126.88308,2020,945502.3362230851,1949617.339541256
1470,201901,9호선,신목동,2,0,1892,308,5953,1560,19186,3138,18466,5331,8649,3013,6397,2725,6184,2871,5726,3604,5709,4179,5195,4532,5093,5057,5623,5753,6638,7651,7342,12672,3531,13394,2638,7552,2262,7347,1914,8129,856,5563,232,1642,2,136,0,0,0,0,4111.0,37.544277,126.88308,2019,945502.3362230851,1949617.339541256
1471,201801,9호선,신목동,7,1,1736,519,6157,1209,18544,2906,18758,5560,8430,3216,6515,2640,5967,2741,5426,3429,5495,4369,4775,4592,4843,4783,5367,5081,6451,6808,7228,13284,3589,13001,2722,8145,2376,7372,2136,7302,874,5623,213,1867,0,0,0,0,0,0,4111.0,37.544277,126.88308,2018,945502.3362230851,1949617.339541256
1472,202201,9호선,신반포,0,0,320,524,1406,7572,4208,4748,6093,8168,4348,5406,3365,3995,3479,2929,4216,3303,4527,4459,4473,3829,5746,4177,9324,3907,10394,4505,7628,7250,4215,4740,2771,2884,3331,4494,1262,2459,237,1073,0,2,0,0,0,0,0,0,4122.0,37.503415,126.995925,2022,955446.6524525267,1945024.5102072482
1473,202101,9호선,신반포,0,0,287,444,1605,5211,4295,4506,5746,7156,3469,4775,2510,2962,2579,2371,2929,2618,3336,3264,3177,2835,4402,3084,6596,3055,8004,3983,7069,6164,3899,4276,2526,2610,2534,3795,894,1364,230,791,0,0,0,0,0,0,0,0,4122.0,37.503415,126.995925,2021,955446.6524525267,1945024.5102072482
1474,202001,9호선,신반포,0,0,409,293,1609,2500,4905,4914,7913,8453,5641,6165,4727,4717,4195,3423,5002,3584,5388,4731,4773,4388,5694,4957,6011,4616,7653,5650,8509,7746,4749,6411,3132,3697,3043,3533,2037,3389,786,2385,154,662,1,0,0,0,0,0,4122.0,37.503415,126.995925,2020,955446.6524525267,1945024.5102072482
1475,201901,9호선,신반포,0,0,531,219,1760,2236,5107,5724,7801,9201,5880,6954,4811,4510,4260,3855,5292,3809,5516,4860,4791,4793,5582,4853,6550,5430,7734,5347,9224,8291,5269,7275,3597,3875,3324,3624,2166,3819,808,2438,119,783,0,27,0,0,0,0,4122.0,37.503415,126.995925,2019,955446.6524525267,1945024.5102072482
1476,201801,9호선,신반포,0,0,682,249,2347,2009,7183,5504,10179,9987,6812,6889,4841,4430,4983,3663,5534,3823,6025,5302,5314,4854,5584,5178,6492,5459,7840,6579,9399,9150,5632,9349,3733,4601,3251,4653,2280,4974,796,2812,99,877,0,2,0,0,0,0,4122.0,37.503415,126.995925,2018,955446.6524525267,1945024.5102072482
1477,202201,9호선,신방화,5,0,4241,548,9295,2228,23827,3362,24547,9449,12848,5917,9687,5130,8753,5737,9830,7015,9439,7497,8594,7456,8410,9621,8741,10481,8442,12773,8770,22980,4887,19260,4433,11918,3613,13553,2058,8830,650,3519,5,77,0,0,0,0,0,0,4104.0,37.567532,126.816601,2022,939648.38403585,1952237.9933531648
1478,202101,9호선,신방화,3,0,3621,635,8712,2605,21200,3306,20825,8058,10973,4808,7502,4098,7094,4760,7417,5713,7599,5882,7170,6087,7063,8502,7557,8891,7582,11370,7897,20420,3981,18243,4000,10409,3240,11900,1536,5901,452,2322,0,49,0,0,0,0,0,0,4104.0,37.567532,126.816601,2021,939648.38403585,1952237.9933531648
1479,202001,9호선,신방화,4,0,4279,721,10569,2617,26177,3585,27850,8526,15418,6240,11619,5649,10555,6288,11261,7955,10843,8417,9826,8581,9557,11639,9723,12095,9990,14693,11142,23972,6371,22977,4967,14509,4319,12969,3514,12554,1449,8192,262,2892,4,45,0,0,0,0,4104.0,37.567532,126.816601,2020,939648.38403585,1952237.9933531648
1480,201901,9호선,신방화,3,0,4765,796,13038,2568,30341,4207,31995,9738,17123,7441,12928,6064,11519,6472,12505,7671,12146,8595,10468,9681,10169,11895,9852,13535,10744,15251,11790,27032,6462,27222,5310,16488,4713,14028,3747,14485,1513,9710,337,3808,0,64,0,0,1,0,4104.0,37.567532,126.816601,2019,939648.38403585,1952237.9933531648
1481,201801,9호선,신방화,6,0,5495,733,14332,3300,35441,3883,35123,10643,18646,7596,13487,5946,12304,6103,13480,7534,12909,9419,10767,9972,10163,11698,10565,13783,10935,16496,12564,28993,7185,31283,5741,19442,4959,16278,3908,16126,1803,12567,303,4229,0,0,0,0,0,0,4104.0,37.567532,126.816601,2018,939648.38403585,1952237.9933531648
1482,202201,9호선,양천향교,6,0,3948,1049,8472,5055,27678,8881,28902,34519,13513,12851,10149,7362,10573,6761,11243,8256,11348,8226,10910,9333,11861,9477,13899,10944,17701,16350,28667,25902,9765,24917,6744,15232,6961,18517,2726,11519,793,4794,0,66,0,0,0,0,0,0,4106.0,37.568381,126.841333,2022,941833.1761285178,1952316.589626374
1483,202101,9호선,양천향교,2,0,3462,946,7300,3830,23504,8266,23956,30162,11339,12504,8453,6110,8247,5755,9549,6828,9327,6875,8845,7933,9623,8253,10437,9628,15112,13463,25178,23176,9233,22690,6155,14059,5863,14163,2220,7980,724,3284,0,3,0,0,0,0,0,0,4106.0,37.568381,126.841333,2021,941833.1761285178,1952316.589626374
1484,202001,9호선,양천향교,10,0,4287,874,8877,5513,26433,7896,27910,34709,15289,12869,11625,7456,11903,7429,12795,8964,12487,9294,12005,10902,13047,10841,14398,12132,17814,16070,28594,23819,11449,24771,7657,16914,6537,13968,4219,15795,1973,11195,443,3593,5,36,0,0,0,0,4106.0,37.568381,126.841333,2020,941833.1761285178,1952316.589626374
1485,201901,9호선,양천향교,3,0,4348,1130,9675,7569,27634,7850,29081,30615,16535,12429,11953,8140,11992,8465,13318,9683,13175,9933,12794,11616,13847,11992,17123,11647,18607,15925,26509,23532,10827,26809,7266,17434,6876,16686,4738,16391,2117,10997,482,3771,1,86,0,0,0,0,4106.0,37.568381,126.841333,2019,941833.1761285178,1952316.589626374
1486,201801,9호선,양천향교,1,0,4191,839,10432,6241,29972,7261,29201,26106,15437,11744,11292,6752,10874,6672,11927,7671,11692,8341,10750,8859,10830,10067,12586,11925,15509,14519,24509,22704,10028,27076,6824,18884,6206,15703,4762,15998,2194,11474,391,4018,0,0,0,0,0,0,4106.0,37.568381,126.841333,2018,941833.1761285178,1952316.589626374
1487,202201,9호선,여의도,10,0,2101,2148,3485,17630,7666,118121,10085,153528,9740,62682,11692,26501,16643,27400,17435,26421,21655,28529,26182,24992,33936,23057,47678,21370,119385,22838,139395,25530,62211,14001,58710,8176,55831,10351,11652,4803,2397,1603,0,100,0,0,0,0,0,0,4115.0,37.521624,126.924191,2022,949118.6572180458,1947081.0731417874
1488,202101,9호선,여의도,2,0,2007,1754,2950,17226,6322,105212,8244,122546,8020,50011,8626,17880,12239,16671,12193,15144,14871,16159,16951,14166,21693,12619,32702,12708,91951,14239,112565,16004,50239,10609,37914,7002,36801,7552,7698,3064,1776,1527,1,41,0,0,0,0,0,0,4115.0,37.521624,126.924191,2021,949118.6572180458,1947081.0731417874
1489,202001,9호선,여의도,10,0,2217,1963,4104,20812,8689,111490,11353,153410,11217,59622,12114,24017,17748,24608,18273,21866,23210,24176,24778,21394,30601,20237,40965,19536,103638,21730,139993,26398,60498,18983,42443,10745,40622,9025,28309,8572,9755,5198,1508,2103,3,274,0,0,0,0,4115.0,37.521624,126.924191,2020,949118.6572180458,1947081.0731417874
1490,201901,9호선,여의도,8,0,2257,2028,4131,22438,8655,116876,11904,160057,11655,60629,12917,27029,18539,25933,18381,22794,23932,25867,25524,21674,30408,20854,36829,21773,89252,22656,151918,28319,67227,21382,46446,10776,44829,9162,31089,9118,11630,5776,1937,2102,0,214,0,0,0,0,4115.0,37.521624,126.924191,2019,949118.6572180458,1947081.0731417874
1491,201801,9호선,여의도,1,0,2309,2236,4453,18568,8288,100568,11079,136133,10847,50011,11436,22640,16572,22111,17013,20873,21891,24673,23016,20543,28323,19583,34254,18970,64710,19674,139150,26781,66283,19013,43118,10498,42011,8418,30384,7827,11398,5353,1923,1684,0,2,0,0,0,0,4115.0,37.521624,126.924191,2018,949118.6572180458,1947081.0731417874
1492,202201,9호선,염창,6,0,9875,595,22025,4387,66565,7284,77870,18505,40882,10362,23819,9365,21344,10413,22086,12763,20506,14529,17675,15700,16963,21065,17838,24064,20150,38807,21371,64001,10787,57634,9452,35900,9891,41890,4031,24683,1058,9176,0,50,0,0,0,0,0,0,4110.0,37.546936,126.874916,2022,944783.0963155637,1949917.1063947575
1493,202101,9호선,염창,1,0,8843,492,20026,3834,58515,6631,65455,19667,33749,9662,19556,7845,16645,8204,17050,10902,17009,11381,14637,13090,13784,16954,14242,20162,16848,34434,19524,58667,10167,54072,8484,32374,8216,35073,3330,16386,832,6859,0,47,0,0,0,0,0,0,4110.0,37.546936,126.874916,2021,944783.0963155637,1949917.1063947575
1494,202001,9호선,염창,7,0,10226,571,23640,4601,71901,7519,81444,21702,43533,12313,28033,10465,25080,11175,25738,14004,24599,15555,21110,17455,19673,22331,19861,26466,23012,37951,27557,62474,14588,65196,11089,40288,9802,35334,7680,35659,4009,23895,716,7550,11,1017,0,0,0,0,4110.0,37.546936,126.874916,2020,944783.0963155637,1949917.1063947575
1495,201901,9호선,염창,12,0,10590,612,25982,5191,75256,8109,86663,22029,45121,12330,29771,10923,25919,11517,25278,14099,24784,15632,20440,17703,19140,23141,20416,26343,23237,35402,27623,65327,14642,70070,10776,42384,9853,37441,7852,38393,4030,25718,767,8812,0,898,0,0,0,0,4110.0,37.546936,126.874916,2019,944783.0963155637,1949917.1063947575
1496,201801,9호선,염창,42,0,9993,706,25805,6772,70958,8129,80082,20685,41455,11831,27114,9706,23869,10545,23981,12600,23728,14641,18928,16906,18071,20743,19112,25434,22024,30374,27342,61240,14617,65808,10161,42118,8975,36626,7533,36540,3918,25230,746,7070,0,49,0,0,0,0,4110.0,37.546936,126.874916,2018,944783.0963155637,1949917.1063947575
1497,202201,9호선,증미,0,0,2268,684,6582,2870,19615,7140,20049,31414,10294,12499,7663,6794,7978,5785,8455,6649,8621,7372,8678,7823,9191,9463,10332,9279,16446,10665,26368,19570,7922,16451,5297,8915,4686,10689,2150,6101,819,2744,0,1,0,0,0,0,0,0,4108.0,37.557402,126.861939,2022,943644.6400928749,1951085.961962669
1498,202101,9호선,증미,3,1,1751,648,5795,2518,16294,6877,16810,28537,8410,11354,5962,6100,6312,5065,6796,6076,7372,6558,7476,6769,8080,8319,8514,8256,12814,9553,25464,17717,8807,15954,6379,7699,4726,8374,1579,4094,479,1794,0,0,0,0,0,0,0,0,4108.0,37.557402,126.861939,2021,943644.6400928749,1951085.961962669
1499,202001,9호선,증미,1,0,2092,731,6462,2812,18775,6854,19913,32681,10973,10531,9033,7575,9210,7185,9429,8019,10095,8955,9781,9238,10451,11299,11026,10961,13849,12034,29313,19267,9665,18382,6531,9893,5568,9208,4337,8166,1708,5705,203,1746,2,29,0,0,0,0,4108.0,37.557402,126.861939,2020,943644.6400928749,1951085.961962669
1500,201901,9호선,증미,2,2,2448,725,7193,2256,20434,6797,21724,36525,11187,13879,9622,7418,9574,8169,10047,8053,10302,9324,9878,10614,11229,11671,11050,12055,14927,12364,33902,21007,11660,20036,7281,11357,6255,9409,4751,9221,1850,6640,189,1927,0,47,0,0,0,0,4108.0,37.557402,126.861939,2019,943644.6400928749,1951085.961962669
