,종목코드,회사명,시장구분,업종,업종명,항목명,2022,2021,2020,cc,est_dt,induty_code,address,corp_code,corp_name,stock_code,rlgnm,gu,x,y
1724,267980,매일유업,코스닥시장상장법인,105,낙농제품 및 식용 빙과류 제조업,영업이익,"87,797,405,868","86,487,192,695","85,294,893,142",01234507,20170501,10501,서울특별시 종로구 종로1길 50 &nbsp,01234507,매일유업,267980,서울특별시,종로구,126.979616591,37.574765028
1725,005990,매일홀딩스,코스닥시장상장법인,105,낙농제품 및 식용 빙과류 제조업,영업이익(손실),"93,830,177,568","83,361,192,877","84,428,027,324",00120924,19690214,105,서울시 종로구 종로1길 50 더케이트윈타워A동,00120924,매일홀딩스,005990,서울시,종로구,126.979616591,37.574765028
1728,009680,모토닉,유가증권시장상장법인,303,자동차 신품 부품 제조업,영업이익,"14,355,454,772","11,362,294,429","9,695,919,016",00151128,19740307,303,"서울특별시 종로구 청계천로 41 9층(서린동, 영풍빌딩)",00151128,모토닉,009680,서울특별시,종로구,126.982183495,37.569669040
1730,030790,비케이탑스,유가증권시장상장법인,620,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",영업이익(손실),"-10,337,472,155","-3,417,462,534","-3,699,974,761",00273615,19910330,620,"서울특별시 강남구 테헤란로 401 17층(삼성동, 남경센타)",00273615,비케이탑스,030790,서울특별시,강남구,127.049144421,37.504969228
1735,002170,삼양통상,유가증권시장상장법인,151,"가죽, 가방 및 유사 제품 제조업",영업이익(손실),"36,387,252,619","57,696,601,558","49,436,640,106",00127042,19571012,15110,서울특별시 강남구 테헤란로 301(역삼동) 삼정개발빌딩 6층,00127042,삼양통상,002170,서울특별시,강남구,127.043062532,37.503116773
1738,003100,선광,코스닥시장상장법인,529,기타 운송관련 서비스업,영업이익(손실),"32,163,554,969","28,581,656,214","21,851,871,085",00131896,19610125,52942,인천 중구 항동 34-2,00131896,선광,003100,인천,중구,0,0
1744,086980,쇼박스,코스닥시장상장법인,591,"영화, 비디오물, 방송 프로그램 제작 및 배급업",영업이익,"1,924,376,679","-1,951,898,944","1,942,203,853",00303794,19990610,59130,서울특별시 강남구 도산대로 310(논현동) 916빌딩 7~9층,00303794,쇼박스,086980,서울특별시,강남구,127.035474170,37.521554684
1745,050960,수산아이앤티,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,영업이익,"2,288,392,970","2,961,938,013","2,789,716,514",00577016,19980303,582,"서울특별시 강남구 밤고개로5길 13 (수서동, 수산빌딩)",00577016,수산아이앤티,050960,서울특별시,강남구,127.104035757,37.486641642
1746,131100,스카이이앤엠,코스닥시장상장법인,468,상품 종합 도매업,영업이익(손실),"-11,947,125,163","-14,929,253,059","-2,694,233,857",00814786,20070314,591,"서울특별시 강남구 도산대로 414 13층 (청담동, 한성청담빌딩)",00814786,초록뱀이앤엠,131100,서울특별시,강남구,127.041031449,37.522867900
1750,004170,신세계,유가증권시장상장법인,471,종합 소매업,영업이익,"517,400,647,833","88,483,188,736","467,798,272,893",00136378,19551209,47111,서울특별시 중구  소공로 63 (충무로1가) 신세계백화점건물 (주)신세계,00136378,신세계,004170,서울특별시,중구,126.980981049,37.560925287
1751,031430,신세계인터내셔날,유가증권시장상장법인,474,"섬유, 의복, 신발 및 가죽제품 소매업",영업이익,"91,971,396,487","33,764,331,574","84,491,939,395",00234412,19801025,4741,서울특별시 강남구 도산대로 449 -,00234412,신세계인터내셔날,031430,서울특별시,강남구,127.045407018,37.524310398
1752,003410,쌍용씨앤이,유가증권시장상장법인,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",영업이익(손실),"248,732,059,385","250,161,895,107","229,221,973,823",00138224,19620514,23311,서울특별시 중구 수표로 34 씨티센터타워 7~9층,00138224,쌍용씨앤이,003410,서울특별시,중구,126.990362266,37.564349651
1753,010280,쌍용정보통신,코스닥시장상장법인,620,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",영업이익(손실),"6,400,343,987","-10,519,359,714","458,755,996",00138303,19811208,62021,서울특별시 중구 수표로 34 씨티센터타워 5층,00138303,쌍용정보통신,010280,서울특별시,중구,126.990362266,37.564349651
1754,015540,쎌마테라퓨틱스,유가증권시장상장법인,759,기타 사업 지원 서비스업,영업이익(손실),"-4,894,028,449","-6,219,129,820","-13,342,079,977",00108065,19810902,759,"서울특별시 강남구 역삼로19길 9 KT빌딩, 5층",00108065,쎌마테라퓨틱스,015540,서울특별시,강남구,127.036871886,37.495950086
1756,099190,아이센스,코스닥시장상장법인,271,의료용 기기 제조업,영업이익(손실),"34,826,754,603","30,455,987,440","30,172,842,156",00550994,20000504,27112,서울특별시 서초구 반포대로28길 43 아이센스 빌딩,00550994,아이센스,099190,서울특별시,서초구,127.010699248,37.491364412
1757,158430,아톤,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,영업이익(손실),"9,142,113,693","2,070,807,621","4,123,861,565",00595182,19991013,58221,서울특별시 영등포구 여의대로 108 파크원타워1 26층,00595182,아톤,158430,서울특별시,영등포구,126.927176775,37.526637268
1758,011090,에넥스,유가증권시장상장법인,320,가구 제조업,영업이익(손실),"-12,333,342,296","-8,514,826,614","-2,830,597,388",00139764,19760304,32021,서울특별시 서초구 서초대로73길 40(서초동),00139764,에넥스,011090,서울특별시,서초구,127.024556591,37.500917427
1759,031330,에스에이엠티,코스닥시장상장법인,465,기계장비 및 관련 물품 도매업,영업이익,"84,470,411,777","34,144,612,396","33,707,934,707",00128661,19900627,4659,서울특별시 강남구  영동대로 315 대경빌딩,00128661,에스에이엠티,031330,서울특별시,강남구,127.066034255,37.502495620
1764,012750,에스원,유가증권시장상장법인,753,"경비, 경호 및 탐정업",영업이익,"179,664,944,147","204,462,688,212","196,822,006,653",00158501,19771128,75320,서울 중구 순화동 168 에스원빌딩 17층 총무팀,00158501,에스원,012750,서울,중구,0,0
1772,111770,영원무역,유가증권시장상장법인,468,상품 종합 도매업,영업이익,"442,515,129,012","259,688,519,331","237,649,015,875",00776820,20090702,46800,서울특별시 중구  만리재로 159,00776820,영원무역,111770,서울특별시,중구,126.964078027,37.553228127
1773,009970,영원무역홀딩스,유가증권시장상장법인,649,기타 금융업,영업이익,"570,492,659,317","340,765,358,047","298,988,113,176",00140964,19740620,64992,서울특별시 중구 만리재로 159 (주)영원무역,00140964,영원무역홀딩스,009970,서울특별시,중구,126.964078027,37.553228127
1775,039830,오로라,코스닥시장상장법인,732,전문 디자인업,영업이익(손실),"10,606,169,157","8,765,577,064","12,596,995,489",00141556,19850925,73203,서울특별시 강남구 테헤란로 624 오로라빌딩,00141556,오로라,039830,서울특별시,강남구,127.066017396,37.509340058
1776,010470,오리콤,코스닥시장상장법인,713,광고업,영업이익(손실),"6,595,067,070","1,032,712,926","7,955,798,357",00141671,19750224,71310,서울특별시 강남구  언주로 726 두산빌딩,00141671,오리콤,010470,서울특별시,강남구,127.035197464,37.519381899
1782,139480,이마트,유가증권시장상장법인,471,종합 소매업,영업이익,"316,790,902,379","237,151,679,441","150,652,508,829",00872984,20110503,471,서울특별시 중구 세종대로7길 37,00872984,이마트,139480,서울특별시,중구,126.972489577,37.560748856
1783,005950,이수화학,유가증권시장상장법인,201,기초 화학물질 제조업,영업이익,"82,059,895,812","-36,843,269,764","6,552,862,554",00145552,19690117,20111,서울특별시 서초구 사평대로 84 이수화학,00145552,이수화학,005950,서울특별시,서초구,126.993879332,37.498022107
1784,000760,이화산업,유가증권시장상장법인,467,기타 전문 도매업,영업이익(손실),"-4,965,189,508","-3,486,085,832","-1,689,015,924",00145686,19500329,46731,서울특별시 중구 삼일대로 299 (충무로2가),00145686,이화산업,000760,서울특별시,중구,126.988476552,37.561592404
1785,129260,인터지스,유가증권시장상장법인,493,도로 화물 운송업,영업이익,"19,994,089,933","7,656,359,253","6,479,329,590",00151368,19560223,49301,부산광역시 중구  충장대로9번길 52 마린센터 13층,00151368,인터지스,129260,부산광역시,중구,129.038995952,35.109701586
1799,052400,코나아이,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,영업이익(손실),"48,150,048,696","19,014,695,497","-2,608,530,430",00349732,19980311,58221,서울특별시 영등포구  은행로 3 익스콘벤처타워 8층,00349732,코나아이,052400,서울특별시,영등포구,126.919664722,37.527516056
1800,005420,코스모화학,유가증권시장상장법인,204,기타 화학제품 제조업,영업이익(손실),"30,483,818,557","5,000,687,087","-5,222,743,459",00160302,19680212,2049,서울특별시 서초구  반포대로 43 코스모빌딩 5층,00160302,코스모화학,005420,서울특별시,서초구,127.010903370,37.484245748
1810,002390,한독,유가증권시장상장법인,212,의약품 제조업,영업이익,"28,006,350,245","28,376,314,663","27,467,269,538",00161046,19540701,21210,서울특별시 강남구  테헤란로 132,00161046,한독,002390,서울특별시,강남구,127.033223217,37.499330570
1813,300720,한일시멘트,유가증권시장상장법인,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",영업이익,"120,397,431,466","132,795,563,215","58,950,272,407",01319808,20180702,23311,서울특별시 서초구 효령로 275 서초동 1587 한일시멘트빌딩,01319808,한일시멘트,300720,서울특별시,서초구,127.014205268,37.484953522
1814,003300,한일홀딩스,유가증권시장상장법인,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",영업이익,"130,788,787,439","157,057,559,689","83,622,939,392",00162993,19611228,23311,서울특별시 서초구 효령로 275 서초동 1587 한일시멘트빌딩,00162993,한일홀딩스,003300,서울특별시,서초구,127.014205268,37.484953522
1815,130660,한전산업,유가증권시장상장법인,721,"건축 기술, 엔지니어링 및 관련 기술 서비스업",영업이익,"17,515,390,232","19,034,399,384","21,041,396,896",00194947,19900411,72129,서울특별시 중구  서소문로 115 한산빌딩,00194947,한전산업,130660,서울특별시,중구,126.973613918,37.563443476
1819,012330,현대모비스,유가증권시장상장법인,303,자동차 신품 부품 제조업,영업이익,"2,040,112,000,000","1,830,292,000,000","2,359,257,000,000",00164788,19770701,303,서울 강남구 역삼1동 로담코빌딩 140-2,00164788,현대모비스,012330,서울,강남구,0,0
1820,069960,현대백화점,유가증권시장상장법인,471,종합 소매업,영업이익(손실),"264,365,188,000","135,863,991,000","292,244,731,000",00428251,20021101,47111,서울특별시 강남구 테헤란로98길 12 -,00428251,현대백화점,069960,서울특별시,강남구,127.062162294,37.507420260
1821,005380,현대자동차,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,영업이익,"6,678,949,000,000","2,394,671,000,000","3,605,505,000,000",00164742,19671229,30121,서울특별시 서초구  헌릉로 12,00164742,현대자동차,005380,서울특별시,서초구,127.042042669,37.463673451
1822,011760,현대코퍼레이션,유가증권시장상장법인,468,상품 종합 도매업,영업이익(손실),"35,069,901,698","33,238,150,521","43,519,777,199",00164812,19761208,46800,서울특별시 종로구 율곡로2길 25 연합미디어센터빌딩 16층,00164812,현대코퍼레이션,011760,서울특별시,종로구,126.980510590,37.574365462
1824,008770,호텔신라,유가증권시장상장법인,478,기타 상품 전문 소매업,V. 영업손익,"118,811,528,171","-185,280,168,134","295,859,974,844",00165680,19730509,47859,서울특별시 중구 동호로 249 (주) 호텔신라,00165680,호텔신라,008770,서울특별시,중구,127.007746192,37.557252713
1828,298000,효성화학,유가증권시장상장법인,201,기초 화학물질 제조업,영업이익,"148,572,510,622","60,927,548,911","153,887,309,275",01316236,20180604,201,서울특별시 서초구 반포대로 235,01316236,효성화학,298000,서울특별시,서초구,127.003234256,37.500544663
